filename,label
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00744.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00453.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01201.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00385.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00862.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00966.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00304.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01429.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00410.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00091.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00048.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00039.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00950.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00161.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01122.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00315.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00763.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01307.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01345.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00281.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00318.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01394.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00735.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00659.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00605.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01395.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00445.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00371.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01149.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00928.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00725.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00225.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00245.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00788.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01160.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00424.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01440.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00844.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01325.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00648.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00752.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00668.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00532.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00826.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01451.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01410.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00790.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00471.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00123.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00309.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01297.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00555.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00827.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00832.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00357.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01220.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00607.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01214.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00521.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01254.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00502.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00695.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00849.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00902.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00740.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01251.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00158.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01034.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01482.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00056.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01186.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01435.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01368.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00884.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00672.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00525.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01397.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00918.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00184.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00541.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00423.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00655.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01252.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00979.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01474.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01391.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00530.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01401.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00319.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00050.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00170.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01287.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01102.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01074.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00982.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01045.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01183.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00571.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00319.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01319.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01360.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00656.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00954.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01271.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00333.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00879.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00717.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00926.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00971.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00957.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00438.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01347.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01247.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00406.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00427.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01330.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01306.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00617.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00513.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00920.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01001.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00847.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01091.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01301.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00629.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01381.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00448.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00055.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01480.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01322.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01198.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01020.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01314.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00398.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00476.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00171.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00198.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00159.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00748.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01079.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01456.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00719.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00628.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00675.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01097.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00290.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01206.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00546.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00652.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01448.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01088.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01331.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00129.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01383.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00896.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01224.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00796.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01469.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00247.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01117.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01311.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00777.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01129.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00127.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00468.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00312.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00216.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00279.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00535.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00273.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00606.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00320.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01205.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00433.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01193.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00531.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00538.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00268.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00383.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00441.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01106.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00415.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00470.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00831.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00728.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00111.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00927.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00190.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01118.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01089.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00013.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00217.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00710.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01194.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01494.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00236.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00835.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00022.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00019.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00540.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00584.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00590.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01073.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00681.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00551.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00431.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00121.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00337.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01207.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01234.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00454.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01021.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00567.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00241.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00521.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00194.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00888.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00301.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00328.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00543.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00227.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00426.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00242.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00096.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01090.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00088.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00093.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00596.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00031.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01048.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00970.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00246.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01150.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00349.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00071.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00671.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00895.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00172.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00012.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00355.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00361.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01279.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00986.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00456.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01071.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00130.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00925.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01229.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00545.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01005.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00610.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00930.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01086.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00171.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00003.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00929.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/00110.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01011.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01320.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/01039.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00085.jpg,Positive
/media/vorph/datas/cracks_defect/datas/raw_dataset/Negative/01178.jpg,Negative
/media/vorph/datas/cracks_defect/datas/raw_dataset/Positive/00628.jpg,Positive
